"fixed acidity","volatile acidity","citric acid","residual sugar","chlorides","free sulfur dioxide","total sulfur dioxide","density","pH","sulphates","alcohol","score1","score2","score3","score4","score5"
7,0.23,0.42,2.29,0.062,35,100,0.99318,3.04,0.4,9.2,5,3,5,3,3
7.2,0.4,0.24,8.85,0.055,45,151,0.99626,3.2,0.52,9.2,4,4,4,4,3
7.6,0.19,0.37,14.33,0.033,52,-,0.99726,3.18,0.79,10.4,5,4,5,6,6
6,0.28,0.27,6.04,0.046,50,-,0.99126,3.27,0.56,11.6,6,6,7,6,7
6.2,0.32,0.45,5.35,0.029,-,94,0.98998,3.25,0.6,12.4,7,7,7,6,6
7.6,0.19,0.37,13.88,0.033,52,151,0.99726,3.18,0.79,10.4,5,4,6,5,5
6.4,0.26,0.26,2.81,0.052,-,176,0.99304,3.09,0.54,9.3,6,4,5,5,4
5.9,0.25,0.27,2.21,0.029,37,81,0.9892,3.2,0.46,12.2,5,7,7,5,7
6.1,0.28,0.3,8.23,0.031,33,139,0.99296,3.22,0.46,11,5,7,5,6,5
6.9,0.19,0.38,2.85,0.023,-,105,0.99047,3.11,0.38,11.4,6,4,6,4,4
6.4,0.29,0.57,1.00,0.06,15,120,0.9924,3.06,0.41,9.5,2,4,2,4,4
6.8,0.27,0.22,19.22,0.034,16,116,0.9989,3.07,0.53,9.2,5,5,4,4,3
7.5,0.26,0.38,5.77,0.021,23,125,0.99338,3.13,0.62,11.1,4,6,6,7,6
6.8,0.27,0.22,17.80,0.034,16,116,0.9989,3.07,0.53,9.2,2,4,5,4,2
6.4,0.2,0.22,10.31,0.032,53,172,0.99404,3.24,0.58,11,7,5,5,5,7
7.3,0.33,0.22,2.01,0.041,-,-,0.99287,3.14,0.48,9.9,5,4,4,4,4
7.3,0.34,0.22,1.97,0.044,43,176,0.99286,3.14,0.46,9.9,5,3,4,4,4
6.4,0.29,0.57,1.83,0.06,15,120,0.9924,3.06,0.41,9.5,5,4,3,4,4
6.1,1.1,0.16,4.40,0.033,8,109,0.99058,3.35,0.47,12.4,1,2,1,2,2
6.3,0.24,0.29,3.23,0.052,48,-,0.9934,3.21,0.5,9.4,6,3,5,4,3
6.2,0.24,0.22,8.61,0.053,45,-,0.99545,3.23,0.52,9.3,5,3,4,5,3
7.4,0.16,0.27,22.49,0.05,-,135,0.9984,2.9,0.43,8.7,9,8,9,7,9
7.4,0.16,0.27,19.66,0.05,25,135,0.9984,2.9,0.43,8.7,9,8,7,7,8
7.4,0.16,0.27,18.72,0.05,25,135,0.9984,2.9,0.43,8.7,8,8,8,8,7
7.4,0.16,0.27,17.75,0.05,25,135,0.9984,2.9,0.43,8.7,7,8,8,7,9
7.2,0.17,0.28,21.60,0.05,33,154,0.99971,2.94,0.43,9,8,8,6,9,5
6.9,0.19,0.35,15.72,0.038,49,-,0.99546,3,0.63,10.7,6,7,5,6,6
6.9,0.19,0.35,14.94,0.038,49,-,0.99546,3,0.63,10.7,6,5,6,5,6
6.8,0.16,0.36,1.30,0.034,32,98,0.99058,3.02,0.58,11.3,4,6,6,8,7
7.4,0.16,0.27,17.81,0.05,25,135,0.9984,2.9,0.43,8.7,7,7,8,6,8
6.8,0.3,0.27,12.86,0.028,22,97,0.99314,2.96,0.38,11.7,5,5,5,4,6
6.2,0.24,0.22,7.90,0.053,45,-,0.99545,3.23,0.52,9.3,4,5,2,3,3
7.4,0.16,0.27,20.47,0.05,25,135,0.9984,2.9,0.43,8.7,9,8,6,8,8
7.2,0.17,0.28,20.09,0.05,33,154,0.99971,2.94,0.43,9,7,8,7,8,7
6.8,0.3,0.27,12.96,0.028,22,97,0.99314,2.96,0.38,11.7,6,8,4,7,6
6.5,0.43,0.18,14.20,0.032,25,131,0.99565,3.23,0.51,10.7,5,5,4,5,2
6.6,0.17,0.36,2.61,0.036,38,-,0.99056,3.05,0.54,11.4,5,6,6,6,6
6.9,0.19,0.35,15.20,0.038,49,118,0.99546,3,0.63,10.7,6,7,7,5,6
6.8,0.16,0.36,4.71,0.034,32,98,0.99058,3.02,0.58,11.3,8,5,5,6,7
6.4,0.41,0.01,6.58,0.048,20,70,0.99362,3.19,0.42,10,4,4,2,3,4
6.4,0.41,0.01,6.96,0.048,20,70,0.99362,3.19,0.42,10,5,6,3,5,7
7.4,0.36,0.32,5.01,0.036,27,119,0.99196,3.15,0.49,11.2,7,5,6,7,8
6.1,0.17,0.21,2.08,0.09,44,130,0.99255,3.07,0.41,9.7,4,4,4,4,6
5.5,0.28,0.21,2.92,0.032,23,85,0.99027,3.42,0.42,12.5,5,4,4,2,3
6.6,0.5,0.26,17.99,0.029,-,-,0.99302,3.27,0.78,12.9,9,9,9,9,9
7.1,0.44,0.27,10.44,0.057,60,-,0.99257,3.16,0.36,11.8,6,6,8,6,6
6.9,0.38,0.28,9.84,0.062,-,-,0.99506,3.16,0.72,10.6,6,5,3,4,4
7.1,0.44,0.27,11.89,0.057,60,160,0.99257,3.16,0.36,11.8,8,6,6,8,7
6.2,0.24,0.28,13.59,0.049,54,-,0.9952,3.19,0.37,10.7,6,7,7,5,7
6.1,0.28,0.27,8.70,0.048,41,162,0.99498,3.21,0.51,9.9,5,4,5,3,3
7.6,0.26,0.32,1.45,0.048,-,76,0.9903,2.96,0.46,12,4,6,6,6,6
7.5,0.16,0.38,15.31,0.043,70.5,163,0.99706,3.15,0.82,10.4,7,8,8,8,8
6.5,0.36,0.16,1.75,0.054,11,-,0.99398,3.19,0.39,8.5,4,4,3,2,3
6.6,0.35,0.19,10.50,0.06,15,82,0.99588,3.13,0.38,9.9,2,3,3,2,2
5.7,0.25,0.26,15.40,0.049,52.5,-,0.99691,3.08,0.45,9.4,7,6,6,5,7
7.4,0.37,0.26,10.34,0.05,33,-,0.99608,3.13,0.46,10.4,5,4,5,5,4
5.7,0.25,0.21,2.04,0.044,-,108,0.99142,3.3,0.59,11,5,7,8,5,5
5.8,0.23,0.21,3.81,0.044,21,110,0.99138,3.3,0.57,11,7,4,7,5,8
5.4,0.265,0.28,8.36,0.052,27,91,0.99432,3.19,0.38,10.4,5,5,6,5,6
5.7,0.25,0.27,12.60,0.05,-,116,0.99592,3.1,0.5,9.8,6,6,6,6,6
5.7,0.25,0.26,13.68,0.049,52.5,-,0.99691,3.08,0.45,9.4,5,6,7,7,7
5.9,0.23,0.28,9.08,0.046,37,-,0.99432,3.23,0.53,10.6,5,5,6,5,7
6.2,0.3,0.32,1.20,0.052,32,185,0.99266,3.28,0.44,10.1,4,4,5,2,4
6.5,0.33,0.24,20.81,0.048,-,96,0.99456,3.06,0.3,11.5,9,9,9,9,9
7.4,0.26,0.29,5.54,0.048,14,73,0.9915,3.06,0.45,11.4,6,5,7,6,8
7,0.2,0.4,1.10,0.058,30,93,0.99322,3.03,0.38,9.2,3,7,8,5,5
6.5,0.21,0.42,1.36,0.059,33,101,0.9927,3.12,0.38,9.7,4,5,9,7,6
7.3,0.25,0.27,6.11,0.047,16,79,0.99173,3.07,0.46,11.3,7,6,7,7,7
6.8,0.27,0.24,7.68,0.098,36,127,0.99412,3.15,0.49,9.6,7,5,6,6,6
6.7,0.24,0.3,12.87,0.07,44,179,0.99666,2.86,0.46,8.9,7,5,4,6,6
6.4,0.14,0.28,8.32,0.057,21,82,0.99425,3.26,0.36,10,5,5,7,5,6
6.4,0.5,0.2,4.53,0.059,19,-,0.99314,3.18,0.4,9.2,6,7,4,4,6
6.6,0.41,0.27,15.11,0.11,20,103,0.99672,3.08,0.41,9,9,7,8,5,7
6.4,0.25,0.28,9.04,0.03,29,98,0.99024,3.09,0.58,12.8,9,7,9,8,9
6.6,0.41,0.27,11.76,0.11,20,-,0.99672,3.08,0.41,9,5,5,4,6,6
8,0.25,0.35,1.10,0.054,13,-,0.99366,3.08,0.55,9.5,3,6,2,4,2
6.4,0.14,0.28,8.64,0.057,21,82,0.99425,3.26,0.36,10,5,9,7,7,5
6.6,0.21,0.34,5.60,0.046,30,140,0.99299,3.22,0.38,11,4,5,5,3,4
6.4,0.5,0.2,3.42,0.059,19,112,0.99314,3.18,0.4,9.2,5,5,6,7,6
6.3,0.29,0.23,14.20,0.037,24,99,0.99528,3.08,0.38,10.6,4,6,5,5,5
6.9,0.37,0.23,10.17,0.057,54,166,0.99568,3.23,0.42,10,5,3,4,4,3
6.9,0.37,0.23,10.13,0.057,54,166,0.99568,3.23,0.42,10,5,4,3,5,3
5.7,0.31,0.28,6.72,0.03,22,86,0.99062,3.31,0.38,11.7,7,9,8,8,8
6.9,0.45,0.27,9.98,0.035,17,80,0.99058,3.12,0.36,12.5,9,9,9,8,7
6.9,0.3,0.45,5.58,0.039,-,122,0.99059,3.07,0.47,11.1,9,8,8,7,8
5.3,0.23,0.56,1.40,0.041,46,141,0.99119,3.16,0.62,9.7,5,3,4,4,5
6.8,0.3,0.26,22.21,0.037,45,150,0.99727,3.04,0.38,12.3,6,5,7,6,6
6.7,0.28,0.42,6.51,0.035,43,105,0.99021,3.18,0.38,12.2,7,6,7,5,6
5,0.255,0.22,6.57,0.043,-,153,0.99238,3.75,0.76,11.3,8,5,5,5,5
7.6,0.4,0.27,1.20,0.053,-,-,0.99164,3.22,0.38,11.6,4,4,4,3,2
5.5,0.21,0.25,2.61,0.04,18,75,0.99006,3.31,0.56,11.3,6,5,7,7,7
6,0.2,0.25,2.98,0.041,30,-,0.99078,3.27,0.56,11.1,5,5,4,6,6
6.1,0.17,0.29,1.46,0.041,32,92,0.99036,3.26,0.57,11.2,5,4,7,6,5
7.5,0.21,0.29,2.82,0.046,35,107,0.99123,3.15,0.45,11.3,6,4,6,7,6
7.3,0.26,0.32,2.60,0.041,29,-,0.98978,3.07,0.45,12,6,4,5,7,4
6.2,0.35,0.2,21.40,0.069,33,158,0.99908,3.15,0.5,8.8,8,5,6,5,8
6.2,0.35,0.2,18.41,0.069,-,158,0.99908,3.15,0.5,8.8,5,6,7,5,7
6.5,0.43,0.31,8.86,0.046,-,143,0.99022,3.15,0.34,12,9,9,9,9,9
6.5,0.4,0.31,7.70,0.046,22,147,0.99024,3.15,0.31,12,9,9,8,9,8
7.4,0.28,0.5,12.18,0.049,48,122,0.9973,3.01,0.44,9,4,4,4,3,3
6.3,0.23,0.22,19.25,0.054,-,-,0.99853,3.12,0.6,9.3,6,7,7,6,7
6.2,0.34,0.25,13.30,0.059,33,171,0.99769,3.14,0.56,8.7,5,6,5,6,4
6.6,0.44,0.32,4.26,0.095,13,75,0.98954,3.1,0.63,12.8,5,4,6,5,7
6,0.13,0.36,4.62,0.052,-,72,0.98974,3.1,0.5,11.5,7,9,8,9,9
6.3,0.17,0.23,6.12,0.048,44,147,0.99382,3.08,0.54,10,4,3,4,2,4
6.3,0.18,0.22,5.60,0.047,45,147,0.99383,3.09,0.54,10,4,6,4,4,4
6.7,0.31,0.34,6.80,0.059,51,215,0.99538,3.33,0.56,10.3,3,4,3,4,5
6.6,0.33,0.32,16.11,0.054,62,227,0.99734,3.25,0.56,10.4,5,3,4,4,3
6.3,0.34,0.31,8.64,0.02,18,-,0.98981,3.22,0.29,13.4,7,9,7,7,7
6.8,0.29,0.32,3.57,0.032,18,130,0.99095,3.05,0.62,11.2,6,5,4,5,5
7.4,0.31,0.26,9.34,0.048,-,206,0.9964,3.26,0.36,9.1,5,5,4,5,4
7.4,0.31,0.26,9.05,0.048,47,206,0.9964,3.26,0.36,9.1,4,5,3,5,3
5.7,0.25,0.27,12.46,0.04,24,-,0.99411,3.33,0.31,10.8,5,4,6,6,7
6.8,0.27,0.28,7.80,0.038,26,89,0.9915,3.24,0.34,12.5,4,6,7,6,6
5.9,0.26,0.24,2.40,0.046,-,132,0.99234,3.63,0.73,11.3,2,3,3,5,5
5.9,0.65,0.23,6.13,0.035,-,-,0.99016,3.46,0.48,12.8,5,6,6,5,3
7.4,0.31,0.26,8.76,0.048,47,206,0.9964,3.26,0.36,9.1,4,4,3,4,6
6.6,0.23,0.32,3.50,0.041,-,-,0.98949,3.22,0.39,12.7,6,6,7,5,4
6.8,0.18,0.35,11.26,0.054,53,143,0.99287,3.1,0.54,11,9,9,7,8,8
6.8,0.28,0.29,13.87,0.052,51,-,0.99544,3.02,0.58,10.4,6,6,5,6,6
6.8,0.28,0.29,12.98,0.052,51,149,0.99544,3.02,0.58,10.4,5,7,6,7,7
5.9,0.27,0.27,11.46,0.051,43,136,0.9941,3.25,0.53,10.7,7,6,6,5,7
6.1,0.25,0.28,11.55,0.055,56,131,0.994,3.22,0.35,10.9,6,7,7,5,7
6.8,0.28,0.29,11.92,0.052,-,149,0.99544,3.02,0.58,10.4,4,7,6,5,7
6.8,0.26,0.29,12.24,0.052,54,-,0.99546,3.03,0.58,10.4,5,5,5,5,5
7.1,0.13,0.29,17.78,0.064,56,115.5,0.99737,3.16,0.41,9.7,7,9,7,8,9
6.8,0.18,0.35,8.23,0.054,53,143,0.99287,3.1,0.54,11,7,8,7,8,9
6.2,0.2,0.25,17.63,0.055,8,-,0.99767,3.19,0.53,9.6,7,6,5,5,7
5.8,0.24,0.28,3.16,0.038,40,76,0.98711,3.1,0.29,13.9,6,8,7,7,8
7.6,0.48,0.31,9.87,0.046,6,194,0.99714,3.07,0.61,9.4,4,4,4,3,4
7.4,0.26,0.32,4.15,0.032,29,193,0.99134,3.1,0.67,12.5,5,4,8,6,7
6.2,0.2,0.25,15.95,0.055,-,120,0.99767,3.19,0.53,9.6,5,6,7,7,5
6.1,0.3,0.47,2.44,0.049,-,187,0.9927,3.19,0.45,9.5,5,4,3,5,5
6.2,0.32,0.5,6.50,0.048,-,186,0.9948,3.19,0.45,9.6,3,4,4,6,5
6.1,0.3,0.47,1.52,0.049,50,187,0.9927,3.19,0.45,9.5,4,4,4,5,4
6.3,0.34,0.52,6.30,0.047,63,186,0.99481,3.18,0.44,9.6,3,4,4,4,6
7.4,0.16,0.3,16.85,0.056,33,-,0.99825,2.9,0.44,8.7,8,6,9,7,9
7.4,0.16,0.3,18.32,0.056,33,168,0.99825,2.9,0.44,8.7,9,9,8,9,8
7.4,0.16,0.3,18.41,0.056,33,168,0.99825,2.9,0.44,8.7,9,9,9,8,8
7.4,0.16,0.3,18.18,0.056,33,168,0.99825,2.9,0.44,8.7,9,8,9,8,9
7.4,0.16,0.3,18.05,0.056,33,-,0.99825,2.9,0.44,8.7,9,8,9,9,8
7.4,0.16,0.3,17.57,0.056,33,168,0.99825,2.9,0.44,8.7,8,7,9,8,8
7.2,0.26,0.38,1.50,0.061,12,120,0.99192,3.18,0.46,10.4,3,6,5,5,5
7,0.31,0.35,2.92,0.063,-,119,0.99184,3.22,0.5,10.7,5,4,4,5,4
6.6,0.22,0.35,6.48,0.05,23,-,0.99019,3.17,0.48,12,9,7,8,9,9
5.8,0.23,0.31,6.94,0.044,35,158,0.98998,3.19,0.37,12.1,8,8,8,9,7
6.3,0.17,0.32,5.91,0.04,39,118,0.98886,3.31,0.4,13.1,9,9,9,9,8
6,0.19,0.26,1.90,0.039,-,104,0.98998,3.32,0.41,12.4,5,6,7,5,5
6.7,0.21,0.34,5.45,0.035,45,123,0.98949,3.24,0.36,12.6,8,8,6,7,8
7.4,0.16,0.3,15.42,0.056,33,168,0.99825,2.9,0.44,8.7,6,7,7,8,9
6.6,0.22,0.37,2.59,0.04,31,-,0.99009,3.15,0.66,12,5,4,3,5,4
6.8,0.34,0.27,6.65,0.06,-,169,0.99252,3.27,0.57,11.6,6,7,4,5,7
7.1,0.34,0.86,2.17,0.174,36,99,0.99288,2.92,0.5,9.3,5,3,4,5,5
6.3,0.24,0.22,13.80,0.05,65,179,0.99659,3.06,0.58,9.3,6,6,7,7,5
6.9,0.35,0.39,5.88,0.048,25,157,0.99133,3.2,0.54,11.1,8,7,6,8,8
6.8,0.24,0.33,4.99,0.049,68,161,0.99324,3.1,0.69,10.2,6,6,6,6,5
6.4,0.25,0.33,4.26,0.037,35,113,0.99164,3.23,0.66,10.6,7,6,6,6,5
5.8,0.19,0.33,6.26,0.038,-,133,0.99107,3.16,0.42,11.3,6,7,7,8,8
6.9,0.24,0.4,15.40,0.052,81,198,0.9986,3.2,0.69,9.4,3,3,3,4,5
6.5,0.31,0.61,15.01,0.053,31,123,0.99708,3.09,0.5,9.3,6,6,6,7,6
6.6,0.25,0.32,6.16,0.039,15,68,0.99163,2.96,0.52,11.1,5,7,8,6,6
7.5,0.38,0.56,12.34,0.055,15,170,0.99605,3.13,0.65,9.9,7,8,7,6,6
6.2,0.3,0.3,6.78,0.041,29,82,0.99065,3.31,0.61,11.8,9,7,8,9,7
6.4,0.33,0.28,8.11,0.04,-,81,0.9903,3.26,0.64,12.6,9,7,7,7,9
6.9,0.24,0.4,15.40,0.052,-,198,0.9986,3.2,0.69,9.4,3,5,5,5,5
7.6,0.27,0.32,1.40,0.043,-,72,0.99236,3.06,0.68,10.5,4,4,4,5,4
5.9,0.24,0.34,5.36,0.037,40,-,0.98948,3.19,0.5,12.3,8,6,6,7,6
5.3,0.33,0.3,2.91,0.048,25,-,0.99045,3.32,0.62,11.3,6,7,4,6,7
6.4,0.21,0.21,5.10,0.097,21,105,0.9939,3.07,0.46,9.6,4,5,4,3,4
7,0.22,0.3,2.72,0.04,-,63,0.98985,3.2,0.33,12,6,6,5,7,7
7.8,0.27,0.35,1.27,0.05,36,140,0.99138,3.09,0.45,11.2,4,4,5,4,2
6.7,0.2,0.24,7.52,0.044,28,-,0.99348,3.12,0.33,10.2,5,5,6,4,6
8.1,0.27,0.33,3.68,0.045,26,100,0.99066,2.98,0.44,12.4,7,6,4,7,7
6.7,0.2,0.24,7.70,0.044,28,100,0.99348,3.12,0.33,10.2,5,6,8,5,4
7.1,0.45,0.24,7.09,0.04,24,87,0.98862,2.94,0.38,13.4,9,9,9,8,9
5.8,0.22,0.29,3.70,0.036,25,68,0.98865,3.24,0.35,12.6,7,7,5,7,5
6.3,0.3,0.48,7.40,0.053,34,149,0.99472,3.18,0.53,9.8,4,3,3,5,5
7.9,0.36,0.53,12.90,0.049,-,-,0.99792,2.94,0.45,9.1,4,2,3,4,5
8.1,0.27,0.33,2.80,0.045,26,100,0.99066,2.98,0.44,12.4,6,7,5,5,5
8,0.24,0.33,3.49,0.044,-,-,0.99035,3.03,0.43,12.5,6,5,6,6,5
6.7,0.41,0.27,3.14,0.033,25,-,0.99086,3.05,0.34,11.7,5,7,7,7,5
6.7,0.24,0.31,3.12,0.044,-,113,0.99013,3.29,0.46,12.9,5,4,6,6,7
6.2,0.3,0.32,1.30,0.054,27,183,0.99266,3.3,0.43,10.1,4,5,5,4,4
6.9,0.26,0.38,12.21,0.044,33,-,0.99517,3.06,0.5,10.3,6,6,4,5,6
6.7,0.41,0.27,7.10,0.033,25,85,0.99086,3.05,0.34,11.7,9,6,6,4,6
5.9,0.32,0.2,16.01,0.05,29,144,0.99666,3.24,0.41,10.3,6,4,7,6,6
6.1,0.25,0.3,7.01,0.036,-,-,0.991,3.34,0.56,10.8,9,8,9,8,7
5.6,0.23,0.29,6.02,0.023,-,89,0.99068,3.25,0.51,11.2,7,5,5,5,6
6.6,0.23,0.32,2.68,0.024,-,102,0.99084,3.29,0.6,11.8,5,5,6,6,5
6,0.17,0.21,7.54,0.05,26,-,0.9939,3.08,0.54,9.8,6,5,7,5,7
7.1,0.38,0.42,13.32,0.041,32,193,0.99624,3.04,0.49,10,6,7,6,5,7
6.6,0.31,0.37,6.20,0.052,13,164,0.99602,3.24,0.39,8.8,1,3,4,2,3
6.5,0.38,0.53,1.40,0.142,5,69,0.9926,3.14,0.52,10.1,1,3,1,1,2
7,0.44,0.24,13.17,0.056,68,210,0.99718,3.05,0.5,9.5,5,3,5,4,5
7,0.44,0.24,12.27,0.056,68,210,0.99718,3.05,0.5,9.5,4,3,4,4,5
7,0.44,0.24,14.16,0.056,68,-,0.99718,3.05,0.5,9.5,6,4,3,5,3
6.1,0.38,0.14,3.90,0.06,27,113,0.99344,3.07,0.34,9.2,2,3,2,3,2
8,0.33,0.32,4.60,0.041,31,180,0.99184,2.92,0.74,12.2,4,6,6,6,6
7,0.44,0.24,12.92,0.056,68,210,0.99718,3.05,0.5,9.5,5,6,5,6,4
6,0.19,0.29,2.75,0.046,29,92,0.99033,3.22,0.53,11.3,6,7,7,6,8
6.3,0.28,0.34,10.15,0.038,-,129,0.99248,3.26,0.29,12.1,6,5,6,6,6
6.1,0.38,0.14,3.90,0.06,27,113,0.99344,3.07,0.34,9.2,2,3,1,2,1
5.3,0.43,0.11,1.10,0.029,6,-,0.99076,3.51,0.48,11.2,2,1,3,4,1
5.4,0.22,0.35,9.57,0.029,26,87,0.99092,3.29,0.44,12.5,7,8,8,8,9
6.2,0.345,0.27,10.10,0.056,38,-,0.99486,3.31,0.56,10.6,2,3,6,3,3
5.6,0.255,0.57,13.33,0.056,66,171,0.99464,3.25,0.61,10.4,7,9,8,9,8
5.2,0.2,0.27,6.73,0.047,16,93,0.99235,3.44,0.53,10.1,8,8,9,9,7
6.2,0.29,0.23,14.57,0.048,33,201,0.99612,3.11,0.56,9.9,6,7,7,7,6
6.3,0.26,0.25,6.70,0.046,11,133,0.99202,2.97,0.68,11,6,6,6,7,7
6,0.22,0.23,6.48,0.045,10,122,0.99261,2.94,0.63,10,6,6,5,7,4
7.5,0.35,0.37,3.28,0.066,29,89,0.98964,3.14,0.42,12.7,5,6,6,5,7
6.6,0.39,0.28,10.51,0.036,10,92,0.99206,3.07,0.35,12.1,6,6,7,6,5
6.3,0.23,0.33,8.07,0.052,23,118,0.9938,3.23,0.46,10.4,5,7,6,5,8
6.3,0.22,0.3,2.00,0.05,23,-,0.99204,3.24,0.47,10.4,4,8,6,7,6
6.4,0.29,0.18,15.32,0.04,-,-,0.99736,3.14,0.5,9.2,4,4,3,5,6
6.4,0.29,0.18,16.26,0.04,21,116,0.99736,3.14,0.5,9.2,5,5,5,4,3
7.5,0.23,0.3,1.20,0.03,27,80,0.99192,3.05,0.68,10.5,3,4,4,6,5
6.4,0.29,0.18,15.43,0.04,21,116,0.99736,3.14,0.5,9.2,4,3,4,6,4
5.7,0.28,0.36,4.76,0.041,38,90,0.99002,3.27,0.98,11.9,7,9,6,6,6
6.5,0.26,0.24,12.82,0.042,-,130,0.996,3.08,0.4,10.1,6,5,6,6,7
6.4,0.27,0.29,7.33,0.034,62,140,0.99237,3.1,0.59,11.1,8,7,6,7,6
5.9,0.22,0.29,6.36,0.037,69,-,0.99214,3.13,0.74,10.8,7,7,7,8,8
6.8,0.26,0.26,5.82,0.019,23.5,72,0.99041,3.16,0.47,11.8,8,6,6,6,7
7.6,0.36,0.48,14.91,0.038,44,116,0.9982,3.04,0.48,9.2,5,2,5,4,4
7.6,0.35,0.47,13.30,0.037,42,116,0.99822,3.04,0.5,9.2,3,4,7,2,5
5.7,0.18,0.26,2.73,0.023,-,95,0.9893,3.07,0.54,12.3,5,7,7,6,7
6.6,0.36,0.47,2.46,0.145,26,124,0.99274,3.09,0.56,10.1,5,5,7,7,6
5.9,0.14,0.2,4.37,0.04,-,114,0.99105,3.25,0.45,11.4,7,6,7,7,6
5.5,0.23,0.19,4.07,0.044,39,161,0.99209,3.19,0.43,10.4,6,5,6,5,5
6.7,0.11,0.26,14.97,0.053,-,95,0.99676,3.2,0.35,9.8,4,4,7,7,6
7,0.24,0.24,4.42,0.047,29,91,0.99251,3.3,0.43,9.9,7,6,4,6,8
6.7,0.11,0.26,17.43,0.053,44,95,0.99676,3.2,0.35,9.8,7,7,7,7,6
5.3,0.47,0.1,1.51,0.036,11,74,0.99082,3.48,0.54,11.2,4,1,1,3,2
7.5,0.29,0.24,9.90,0.058,25,115,0.99567,3.15,0.46,10.9,3,3,4,3,3
6,0.33,0.26,5.27,0.051,16,-,0.99416,3.15,0.41,9.2,4,5,3,4,5
6,0.33,0.26,5.10,0.051,16,119,0.99416,3.15,0.41,9.2,3,4,3,3,4
5.8,0.32,0.23,1.50,0.033,39,121,0.9887,2.96,0.35,12,2,4,3,3,5
5.8,0.3,0.23,2.77,0.034,37,-,0.98871,2.96,0.34,12.1,5,5,6,7,7
3.8,0.31,0.02,13.41,0.036,-,114,0.99248,3.75,0.44,12.4,7,4,6,5,6
6.2,0.36,0.22,5.25,0.038,44,145,0.99184,3.22,0.4,11.2,4,6,5,6,7
6,0.31,0.27,6.57,0.042,19,120,0.98952,3.32,0.41,12.7,9,8,7,9,6
6.9,0.52,0.54,9.66,0.036,23,169,0.99267,3.26,0.47,12.2,6,5,7,5,8
7,0.55,0.05,9.10,0.036,19,164,0.99269,3.26,0.46,12.2,5,6,6,6,5
5.8,0.2,0.16,3.72,0.042,44,-,0.98912,3.23,0.37,12.2,7,6,6,7,8
6.2,0.36,0.22,6.78,0.038,44,145,0.99184,3.22,0.4,11.2,6,6,5,5,5
6,0.31,0.27,4.28,0.042,-,120,0.98952,3.32,0.41,12.7,6,8,8,6,8
6,0.29,0.27,6.69,0.044,-,117,0.9895,3.31,0.41,12.7,9,9,8,6,9
5.7,0.22,0.29,5.93,0.04,27,146,0.98999,3.17,0.36,12.1,7,5,5,9,6
7.1,0.46,0.23,15.05,0.045,44,192,0.9981,3.11,0.53,9.4,5,4,4,6,3
6.6,0.21,0.3,11.16,0.041,64,174,0.995,3.07,0.5,10.1,5,6,5,7,4
6.9,0.42,0.2,15.83,0.043,-,-,0.99848,3.08,0.54,9.4,4,6,5,5,3
5.7,0.22,0.2,19.47,0.044,41,-,0.99862,3.22,0.46,8.9,8,6,5,6,6
5.7,0.22,0.2,18.19,0.044,-,113,0.99862,3.22,0.46,8.9,6,7,5,5,7
5.7,0.22,0.2,17.38,0.044,41,113,0.99862,3.22,0.46,8.9,6,7,6,4,6
5.7,0.22,0.2,16.69,0.044,41,113,0.99862,3.22,0.46,8.9,5,6,7,6,6
5.2,0.31,0.2,7.96,0.027,27,117,0.98886,3.56,0.45,13,9,9,6,7,6
7.2,0.22,0.35,6.17,0.054,37,183,0.99474,3.08,0.5,10.3,5,3,3,5,3
5.6,0.18,0.29,2.30,0.04,5,47,0.99126,3.07,0.45,10.1,2,3,3,5,2
6.2,0.24,0.27,18.89,0.04,48,129,0.99691,3.23,0.38,10.5,6,5,6,6,4
5.7,0.22,0.2,18.90,0.044,-,113,0.99862,3.22,0.46,8.9,7,4,7,7,7
5.7,0.26,0.24,18.56,0.059,23,124,0.99773,3.3,0.5,10.1,5,3,5,5,4
5.7,0.26,0.24,18.21,0.059,23,124,0.99773,3.3,0.5,10.1,4,4,4,4,4
6,0.2,0.26,6.80,0.049,22,93,0.9928,3.15,0.42,11,4,6,6,6,5
6,0.2,0.26,8.50,0.049,22,-,0.9928,3.15,0.42,11,6,6,4,6,7
6,0.2,0.26,9.71,0.049,22,93,0.9928,3.15,0.42,11,7,6,4,6,6
6,0.2,0.26,9.18,0.049,-,93,0.9928,3.15,0.42,11,7,6,7,5,6
7.6,0.28,0.17,1.60,0.046,28,117,0.99288,3.08,0.43,10,4,3,4,1,3
7,0.2,0.33,7.55,0.03,25,76,0.99202,2.88,0.54,10.5,7,7,7,8,6
6.6,0.26,0.27,13.48,0.048,28,-,0.99606,2.87,0.49,9.7,6,7,5,6,6
5.7,0.26,0.24,17.80,0.059,23,124,0.99773,3.3,0.5,10.1,3,3,4,4,2
7.2,0.21,0.36,15.80,0.045,-,183,0.99922,3.25,0.76,9.4,4,5,4,4,4
6.9,0.22,0.32,6.78,0.041,20,119,0.99296,3.17,0.55,11.2,5,4,6,5,7
7.2,0.21,0.36,15.86,0.045,68,-,0.99922,3.25,0.76,9.4,4,4,4,4,4
7.4,0.22,0.28,9.00,0.046,-,-,0.99468,3.1,0.55,10.8,4,5,3,4,4
7.2,0.21,0.36,15.70,0.045,68,183,0.99922,3.25,0.76,9.4,3,3,6,3,4
